,#grainID,x,y,grainSize,perimeter,boundarySize,numNeighbors,h(Gpa)
810,770.0,-31.17666,-217.1983,1.0,2.771259,6.0,3.0,0.0
811,771.0,-140.6414,-217.1983,1.0,2.771259,6.0,1.0,0.0
812,772.0,-159.2178,-212.0271,139.0,44.34015,96.0,7.0,0.0
813,773.0,-193.2953,-217.1983,1.0,2.771259,6.0,2.0,0.0
814,774.0,-3.464074,-217.9983,1.0,2.771259,6.0,2.0,0.0
815,775.0,-4.156889,-217.5983,1.0,2.771259,6.0,2.0,0.0
816,776.0,-7.223613,-215.2042,68.0,36.02637,78.0,7.0,0.0
817,777.0,-177.3606,-217.5983,1.0,2.771259,6.0,3.0,0.0
818,778.0,-179.439,-217.9983,1.0,2.771259,6.0,2.0,0.0
819,779.0,-0.6228335,-216.4242,12.0,13.69937,25.0,4.0,0.0
820,780.0,-36.05524,-217.7816,24.0,25.86508,56.0,3.0,0.0
821,781.0,-63.04614,-218.7982,1.0,2.771259,6.0,1.0,0.0
822,782.0,-125.7567,-214.8545,64.0,34.17886,74.0,5.0,0.0
823,783.0,-139.6022,-218.5982,2.0,4.618765,10.0,1.0,0.0
824,784.0,-168.0342,-216.9521,13.0,14.78005,32.0,4.0,0.0
825,785.0,-172.1109,-213.6436,97.0,37.87387,82.0,10.0,0.0
826,786.0,-175.5131,-216.7094,18.0,16.62755,36.0,4.0,0.0
827,787.0,-137.5237,-218.9982,2.0,4.618765,10.0,1.0,0.0
828,788.0,-195.3397,-215.6638,61.0,34.17886,74.0,5.0,0.0
829,789.0,-89.30456,-206.2217,283.0,93.29906,202.0,7.0,0.0
830,791.0,-43.64733,-221.1982,1.0,2.771259,6.0,2.0,0.0
831,792.0,-65.12459,-220.7982,1.0,2.771259,6.0,1.0,0.0
832,793.0,-101.151,-221.5982,1.0,2.771259,6.0,2.0,0.0
833,794.0,-159.1833,-218.914,38.0,24.94133,54.0,4.0,0.0
834,795.0,-185.5654,-213.9915,356.0,69.28148,157.0,17.0,0.0
835,796.0,-195.5171,-220.5775,29.0,23.09383,50.0,4.0,0.0
836,797.0,-41.12017,-217.3392,193.0,107.1554,232.0,10.0,0.0
837,798.0,-42.95452,-222.3982,1.0,2.771259,6.0,2.0,0.0
838,799.0,-99.2106,-207.2355,291.0,80.36651,174.0,11.0,0.0
839,800.0,-105.3474,-217.6897,70.0,41.56889,90.0,4.0,0.0
840,801.0,-154.4872,-216.9013,66.0,36.95012,80.0,7.0,0.0
841,802.0,-179.0765,-220.6075,86.0,42.49264,92.0,6.0,0.0
842,803.0,-163.9057,-219.4824,107.0,38.79763,84.0,6.0,0.0
843,805.0,-47.97403,-221.3041,102.0,60.9677,132.0,7.0,0.0
844,806.0,-53.34674,-228.3982,1.0,2.771259,6.0,1.0,0.0
845,807.0,-102.7255,-226.5073,11.0,19.39881,42.0,1.0,0.0
846,808.0,-108.8127,-224.4217,51.0,30.48385,66.0,4.0,0.0
847,810.0,-28.5791,-220.9537,355.0,84.98528,184.0,9.0,0.0
848,811.0,-20.09163,-230.7982,1.0,2.771259,6.0,1.0,0.0
849,812.0,-142.027,-231.5981,1.0,2.771259,6.0,3.0,0.0
850,813.0,-147.0307,-229.9537,9.0,11.08504,24.0,3.0,0.0
851,814.0,-107.3863,-231.1981,6.0,12.00879,26.0,1.0,0.0
852,815.0,-43.64733,-233.1981,1.0,2.771259,6.0,1.0,0.0
853,816.0,-80.59802,-217.1775,404.0,121.9354,279.0,10.0,0.0
854,817.0,-108.1353,-227.6414,37.0,39.72138,86.0,5.0,0.0
855,818.0,-110.1575,-233.9981,1.0,2.771259,6.0,1.0,0.0
856,820.0,-145.6836,-231.8426,36.0,24.94133,54.0,6.0,0.0
857,822.0,-112.236,-235.9981,3.0,6.466271,14.0,1.0,0.0
858,823.0,-113.968,-237.7981,2.0,4.618765,10.0,2.0,0.0
859,824.0,-5.31158,-233.7471,51.0,38.79763,84.0,2.0,0.0
860,825.0,-139.524,-230.0584,93.0,49.88266,108.0,5.0,0.0
861,826.0,-228.7267,-236.432,248.0,71.12898,154.0,4.0,0.0
862,827.0,-55.5049,-232.7127,365.0,92.3753,200.0,5.0,0.0
863,828.0,-119.3231,-228.7844,523.0,87.75654,190.0,9.0,0.0
864,829.0,-212.6765,-235.5961,196.0,52.65392,114.0,5.0,0.0
865,830.0,-127.9439,-230.9482,168.0,64.66271,140.0,4.0,0.0
866,831.0,-136.5205,-231.941,77.0,55.42518,120.0,4.0,0.0
867,833.0,-59.38962,-241.3981,36.0,45.2639,98.0,1.0,0.0
868,834.0,-0.7553606,-240.2516,35.0,29.21309,52.0,3.0,0.0
869,835.0,-248.605,-243.3981,12.0,16.62755,36.0,3.0,0.0
870,836.0,-72.75455,-242.4188,77.0,34.17886,74.0,6.0,0.0
871,838.0,-71.59086,-246.398,3.0,5.542518,12.0,4.0,0.0
872,839.0,-74.824,-246.1314,3.0,6.466271,14.0,3.0,0.0
873,840.0,0.0549853,-247.198,1.0,3.109376,5.0,1.0,0.0
874,841.0,-5.715722,-246.598,8.0,10.16128,22.0,3.0,0.0
875,842.0,-42.32366,-244.72,123.0,47.1114,102.0,4.0,0.0
876,843.0,-91.31299,-247.598,5.0,8.313777,18.0,3.0,0.0
877,844.0,-2.389285,-245.6639,52.0,29.06506,58.0,6.0,0.0
878,845.0,-6.495686,-231.5958,539.0,129.2834,276.0,10.0,0.0
879,846.0,-37.412,-248.798,1.0,2.771259,6.0,1.0,0.0
880,847.0,-12.918,-231.6517,127.0,84.06153,182.0,5.0,0.0
881,848.0,-83.23944,-244.9567,184.0,49.88266,108.0,8.0,0.0
882,850.0,-170.0145,-249.0647,63.0,39.72138,86.0,3.0,0.0
883,851.0,-197.4522,-250.798,1.0,2.771259,6.0,2.0,0.0
884,852.0,-57.50363,-251.598,1.0,2.771259,6.0,3.0,0.0
885,853.0,-64.62512,-249.1608,43.0,36.95012,80.0,5.0,0.0
886,855.0,-57.50363,-252.398,1.0,2.771259,6.0,2.0,0.0
887,856.0,-196.0666,-253.198,1.0,2.771259,6.0,3.0,0.0
888,857.0,-41.56889,-253.598,1.0,2.771259,6.0,3.0,0.0
889,858.0,-42.2617,-253.998,1.0,2.771259,6.0,3.0,0.0
890,859.0,-65.72231,-251.4803,51.0,31.4076,68.0,4.0,0.0
891,860.0,-94.10336,-247.4463,58.0,51.73017,112.0,5.0,0.0
892,861.0,-153.1121,-253.998,1.0,2.771259,6.0,3.0,0.0
893,864.0,-41.56889,-254.398,1.0,2.771259,6.0,3.0,0.0
894,866.0,-211.3085,-254.798,1.0,2.771259,6.0,2.0,0.0
895,867.0,-20.78444,-255.198,1.0,2.771259,6.0,3.0,0.0
896,868.0,-66.27928,-254.798,3.0,5.542518,12.0,3.0,0.0
897,870.0,-67.20303,-256.3979,1.0,2.771259,6.0,2.0,0.0
898,871.0,-92.62401,-251.9141,143.0,53.57768,116.0,5.0,0.0
899,872.0,-121.3613,-247.5476,397.0,75.74775,164.0,7.0,0.0
900,873.0,-159.9906,-237.5661,363.0,103.4603,224.0,7.0,0.0
901,874.0,-131.8789,-251.1389,88.0,40.64513,88.0,7.0,0.0
902,875.0,-141.8848,-252.6778,263.0,67.43397,146.0,6.0,0.0
903,876.0,-107.1244,-256.7248,82.0,38.79763,84.0,5.0,0.0
904,877.0,-151.7264,-258.1772,58.0,28.63634,62.0,5.0,0.0
905,878.0,-174.5348,-255.7633,445.0,92.3753,200.0,7.0,0.0
906,879.0,-243.6399,-256.3873,75.0,33.25511,72.0,2.0,0.0
907,880.0,-73.43837,-261.5979,1.0,2.771259,6.0,1.0,0.0
908,881.0,-137.9054,-259.3742,59.0,32.33136,70.0,3.0,0.0
909,882.0,-205.2923,-252.1168,313.0,70.20523,152.0,7.0,0.0
910,883.0,-73.07373,-253.6295,228.0,60.9677,132.0,12.0,0.0
911,884.0,-111.7164,-257.8979,40.0,35.10262,76.0,5.0,0.0
912,885.0,-69.00435,-262.5579,5.0,10.16128,22.0,3.0,0.0
913,886.0,-245.6721,-264.0779,5.0,8.313777,18.0,3.0,0.0
914,888.0,-130.8727,-263.8779,10.0,12.00879,26.0,4.0,0.0
915,889.0,-132.4431,-262.8646,18.0,18.47506,40.0,4.0,0.0
916,890.0,-128.8635,-265.2979,8.0,11.08504,24.0,4.0,0.0
917,891.0,-135.5351,-262.4868,54.0,28.63634,62.0,6.0,0.0
918,892.0,-155.3504,-246.6134,468.0,135.7917,294.0,11.0,0.0
919,893.0,-1.073313,-256.5037,89.0,53.59307,96.0,2.0,0.0
920,894.0,-15.93474,-270.7978,1.0,2.771259,6.0,3.0,0.0
921,895.0,-127.289,-268.1433,22.0,20.32257,44.0,3.0,0.0
922,896.0,-276.4881,-268.3979,7.0,13.45186,23.0,2.0,0.0
923,897.0,-15.93474,-271.5978,1.0,2.771259,6.0,5.0,0.0
924,898.0,-16.62755,-271.1978,1.0,2.771259,6.0,5.0,0.0
925,899.0,-17.32037,-271.5978,1.0,2.771259,6.0,3.0,0.0
926,900.0,-16.62755,-271.9978,1.0,2.771259,6.0,5.0,0.0
927,901.0,-76.90244,-272.3978,1.0,2.771259,6.0,3.0,0.0
928,902.0,-124.7067,-271.9978,1.0,2.771259,6.0,2.0,0.0
929,904.0,-76.20963,-272.7978,1.0,2.771259,6.0,2.0,0.0
930,905.0,-74.47759,-270.1978,34.0,35.10262,76.0,8.0,0.0
931,906.0,-80.02011,-272.5978,2.0,4.618765,10.0,4.0,0.0
932,907.0,-9.402132,-260.5831,683.0,96.16091,205.0,11.0,0.0
933,908.0,-39.49044,-273.9978,1.0,2.771259,6.0,1.0,0.0
934,909.0,-76.90244,-273.9978,1.0,2.771259,6.0,2.0,0.0
935,910.0,-78.28807,-273.9978,1.0,2.771259,6.0,4.0,0.0
936,911.0,-78.98088,-273.5978,1.0,2.771259,6.0,5.0,0.0
937,912.0,-79.6737,-273.9978,1.0,2.771259,6.0,6.0,0.0
938,913.0,-80.36651,-273.5978,1.0,2.771259,6.0,5.0,0.0
939,914.0,-81.19789,-272.7978,5.0,8.313777,18.0,4.0,0.0
940,915.0,-83.83059,-273.9978,1.0,2.771259,6.0,2.0,0.0
941,916.0,-50.57548,-274.7978,1.0,2.771259,6.0,1.0,0.0
942,917.0,-76.20963,-274.3978,1.0,2.771259,6.0,2.0,0.0
943,918.0,-78.28807,-274.7978,1.0,2.771259,6.0,3.0,0.0
944,919.0,-78.98088,-274.3978,1.0,2.771259,6.0,6.0,0.0
945,920.0,-79.6737,-274.7978,1.0,2.771259,6.0,3.0,0.0
946,921.0,-85.90903,-274.3978,1.0,2.771259,6.0,2.0,0.0
947,922.0,-119.9542,-269.2961,57.0,39.72138,86.0,2.0,0.0
948,923.0,-147.3963,-272.2853,64.0,32.33136,70.0,8.0,0.0
949,924.0,-144.1055,-275.1978,1.0,2.771259,6.0,3.0,0.0
950,925.0,-148.2624,-275.1978,1.0,2.771259,6.0,2.0,0.0
951,926.0,-276.4881,-273.5978,6.0,11.72811,20.0,2.0,0.0
952,927.0,-70.66711,-275.9978,1.0,2.771259,6.0,2.0,0.0
953,928.0,-79.6737,-276.3978,1.0,2.771259,6.0,1.0,0.0
954,929.0,-146.8767,-275.1978,8.0,11.08504,24.0,4.0,0.0
955,930.0,-159.2484,-274.9692,14.0,16.62755,36.0,2.0,0.0
956,932.0,-157.269,-277.1978,1.0,2.771259,6.0,3.0,0.0
957,933.0,-49.88266,-277.5978,1.0,2.771259,6.0,2.0,0.0
958,934.0,-70.66711,-277.5978,1.0,2.771259,6.0,2.0,0.0
959,935.0,-139.9486,-277.5978,1.0,2.771259,6.0,2.0,0.0
960,936.0,-146.0454,-276.4778,5.0,10.16128,22.0,6.0,0.0
961,937.0,-49.88266,-278.3978,1.0,2.771259,6.0,2.0,0.0
962,938.0,-146.8767,-278.3978,1.0,2.771259,6.0,4.0,0.0
963,939.0,-148.2624,-278.3978,1.0,2.771259,6.0,2.0,0.0
964,940.0,-158.9927,-270.8362,250.0,80.36651,174.0,9.0,0.0
965,941.0,-69.97429,-280.3978,1.0,2.771259,6.0,2.0,0.0
966,943.0,-166.2381,-276.2572,37.0,32.33136,70.0,4.0,0.0
967,944.0,-29.09822,-280.7978,1.0,2.771259,6.0,2.0,0.0
968,946.0,-224.9516,-279.3516,13.0,24.94133,54.0,4.0,0.0
969,947.0,-130.942,-281.9977,1.0,2.771259,6.0,1.0,0.0
970,949.0,-221.7007,-281.5977,1.0,2.771259,6.0,2.0,0.0
971,950.0,-270.1978,-281.5977,1.0,2.771259,6.0,1.0,0.0
972,951.0,-152.4706,-277.8052,108.0,40.64513,88.0,12.0,0.0
973,953.0,-113.6216,-283.9977,1.0,2.771259,6.0,2.0,0.0
974,954.0,-119.0896,-279.3354,93.0,43.41639,94.0,6.0,0.0
975,955.0,-128.8635,-284.7977,1.0,2.771259,6.0,2.0,0.0
976,956.0,-166.8225,-282.9662,19.0,16.62755,36.0,4.0,0.0
977,957.0,-128.1707,-285.9977,1.0,2.771259,6.0,2.0,0.0
978,958.0,-128.8635,-285.5977,1.0,2.771259,6.0,3.0,0.0
979,959.0,-216.362,-284.4448,17.0,17.55131,38.0,4.0,0.0
980,960.0,-227.5741,-281.7171,67.0,33.25511,72.0,4.0,0.0
981,961.0,-100.3511,-282.285,110.0,57.27269,124.0,4.0,0.0
982,962.0,-216.4532,-277.1539,310.0,69.28148,150.0,5.0,0.0
983,963.0,-29.79104,-287.5977,1.0,2.771259,6.0,2.0,0.0
984,964.0,-127.4779,-287.1977,1.0,2.771259,6.0,1.0,0.0
985,965.0,-159.382,-284.4577,20.0,20.32257,44.0,2.0,0.0
986,966.0,-47.1114,-287.9977,1.0,2.771259,6.0,1.0,0.0
987,967.0,-160.8095,-282.0336,145.0,60.04395,130.0,8.0,0.0
988,969.0,-13.8563,-291.1977,1.0,2.771259,6.0,3.0,0.0
989,970.0,-14.54911,-291.5977,1.0,2.771259,6.0,4.0,0.0
990,972.0,-13.8563,-291.9977,1.0,2.771259,6.0,5.0,0.0
991,973.0,-14.54911,-292.3977,1.0,2.771259,6.0,4.0,0.0
992,974.0,-224.8157,-286.5527,129.0,45.2639,98.0,11.0,0.0
993,975.0,-45.72578,-292.7977,1.0,2.771259,6.0,1.0,0.0
994,977.0,-276.4881,-293.1977,1.0,3.109376,5.0,1.0,0.0
995,979.0,-163.5043,-293.3977,4.0,7.390024,16.0,3.0,0.0
996,981.0,-176.9396,-291.6807,130.0,75.74775,164.0,6.0,0.0
997,982.0,-276.4881,-294.7976,1.0,3.109376,5.0,1.0,0.0
998,984.0,-137.8676,-285.4133,269.0,72.05274,156.0,8.0,0.0
999,985.0,-191.2169,-295.1976,1.0,2.771259,6.0,1.0,0.0
1000,986.0,-193.6417,-294.9976,2.0,4.618765,10.0,2.0,0.0
1001,987.0,-227.9361,-295.5976,1.0,2.771259,6.0,3.0,0.0
1002,989.0,-227.9361,-296.3976,1.0,2.771259,6.0,4.0,0.0
1003,990.0,-118.4713,-297.1976,1.0,2.771259,6.0,2.0,0.0
1004,991.0,-44.34015,-297.5976,1.0,2.771259,6.0,1.0,0.0
1005,992.0,-136.4845,-297.9976,1.0,2.771259,6.0,2.0,0.0
1006,994.0,-137.8701,-297.9976,1.0,2.771259,6.0,3.0,0.0
1007,995.0,-201.6091,-297.9976,1.0,2.771259,6.0,2.0,0.0
1008,997.0,-69.28148,-298.3976,1.0,2.771259,6.0,3.0,0.0
1009,999.0,-178.4493,-296.7731,49.0,63.73896,138.0,1.0,0.0
1010,1002.0,-227.2432,-298.3976,1.0,2.771259,6.0,2.0,0.0
1011,1003.0,-162.5098,-297.3073,62.0,31.4076,68.0,5.0,0.0
1012,1004.0,-2.552456,-290.4024,166.0,55.38314,105.0,3.0,0.0
1013,1005.0,-93.20313,-291.7474,390.0,81.29027,176.0,6.0,0.0
1014,1006.0,-92.83718,-300.7976,1.0,2.771259,6.0,2.0,0.0
1015,1007.0,-180.4178,-296.2287,315.0,97.91782,358.0,8.0,0.0
1016,1008.0,-200.5699,-300.1976,4.0,8.313777,18.0,3.0,0.0
1017,1010.0,-42.95452,-301.5976,1.0,2.771259,6.0,2.0,0.0
1018,1011.0,-83.83059,-301.9976,1.0,2.771259,6.0,2.0,0.0
1019,1013.0,-143.5247,-297.127,136.0,44.34015,96.0,5.0,0.0
1020,1014.0,-199.5307,-302.3976,1.0,2.771259,6.0,2.0,0.0
1021,1016.0,-107.7822,-299.7805,35.0,60.9677,132.0,3.0,0.0
1022,1017.0,-218.7558,-295.1089,347.0,70.20523,152.0,5.0,0.0
1023,1018.0,-241.7924,-304.3976,1.0,2.771259,6.0,1.0,0.0
1024,1019.0,-34.80797,-287.5765,377.0,160.733,355.0,9.0,0.0
1025,1020.0,-153.765,-293.2301,469.0,84.98528,184.0,11.0,0.0
1026,1021.0,-224.4566,-298.7265,45.0,43.41639,94.0,7.0,0.0
1027,1022.0,-224.4481,-301.5286,29.0,31.4076,68.0,5.0,0.0
1028,1023.0,-109.6158,-300.9227,211.0,133.9442,290.0,7.0,0.0
1029,1025.0,-184.6184,-302.1205,332.0,96.99407,210.0,9.0,0.0
1030,1026.0,-183.5959,-307.5975,1.0,2.771259,6.0,2.0,0.0
1031,1028.0,-19.15045,-299.611,477.0,97.91782,212.0,7.0,0.0
1032,1029.0,-159.5304,-308.239,53.0,32.33136,70.0,3.0,0.0
1033,1030.0,-190.716,-310.1276,83.0,45.2639,98.0,4.0,0.0
1034,1031.0,-275.557,-305.9797,64.0,39.55557,70.0,2.0,0.0
1035,1032.0,-180.6679,-309.4213,84.0,37.87387,82.0,6.0,0.0
1036,1033.0,-221.0945,-311.6475,8.0,10.16128,22.0,2.0,0.0
1037,1034.0,-1.928884,-312.1689,34.0,20.96564,40.0,3.0,0.0
1038,1035.0,-12.87627,-306.0286,435.0,96.58963,203.0,6.0,0.0
1039,1036.0,-102.5366,-313.5975,1.0,2.771259,6.0,2.0,0.0
1040,1037.0,-7.225068,-313.7689,7.0,12.93254,28.0,4.0,0.0
1041,1038.0,-7.884355,-310.7533,129.0,54.46827,114.0,5.0,0.0
1042,1039.0,-23.5557,-314.3975,1.0,2.771259,6.0,2.0,0.0
1043,1041.0,-241.7924,-314.7975,1.0,2.771259,6.0,1.0,0.0
1044,1042.0,-69.5927,-306.7491,256.0,61.89145,134.0,8.0,0.0
1045,1043.0,-68.06905,-316.3975,8.0,13.8563,30.0,3.0,0.0
1046,1044.0,-75.51681,-317.1975,1.0,2.771259,6.0,1.0,0.0
1047,1045.0,-112.5027,-309.022,465.0,84.98528,184.0,5.0,0.0
1048,1046.0,-234.5178,-316.5975,8.0,15.7038,34.0,3.0,0.0
1049,1047.0,-238.3283,-316.7975,1.0,2.771259,6.0,2.0,0.0
1050,1048.0,-67.23767,-317.5775,20.0,24.01758,52.0,5.0,0.0
1051,1050.0,-271.6859,-306.8293,209.0,84.02836,176.0,6.0,0.0
1052,1051.0,-45.03296,-320.3974,1.0,2.771259,6.0,2.0,0.0
1053,1052.0,-192.0407,-316.2244,238.0,60.9677,132.0,5.0,0.0
1054,1053.0,-274.6238,-316.4633,69.0,30.50813,57.0,3.0,0.0
1055,1054.0,-42.2617,-322.0736,1.0,3.233136,5.0,2.0,0.0
1056,1055.0,-42.95452,-321.5974,1.0,2.771259,6.0,2.0,0.0
1057,1056.0,-132.7847,-317.4141,159.0,54.96331,117.0,6.0,0.0
1058,1058.0,-232.6373,-319.226,14.0,16.62755,36.0,4.0,0.0
1059,1059.0,-2.910768,-318.1696,103.0,35.71253,61.0,3.0,0.0
1060,1060.0,-13.90239,-319.5998,199.0,59.70583,97.0,4.0,0.0
1061,1061.0,-25.25694,-317.7942,201.0,65.71022,130.0,6.0,0.0
1062,1062.0,-41.41566,-321.135,48.0,33.37887,66.0,6.0,0.0
1063,1063.0,-48.89628,-321.2515,38.0,24.14134,42.0,3.0,0.0
1064,1064.0,-49.04709,-309.8284,1235.0,135.9155,292.0,12.0,0.0
1065,1065.0,-64.30236,-320.7889,110.0,45.84953,75.0,3.0,0.0
1066,1066.0,-79.70413,-320.1576,167.0,65.71022,115.0,5.0,0.0
1067,1067.0,-89.0959,-311.5611,917.0,118.3641,246.0,12.0,0.0
1068,1068.0,-116.8694,-319.0291,325.0,74.024,124.0,5.0,0.0
1069,1069.0,-129.0757,-322.0821,8.0,11.2088,18.0,3.0,0.0
1070,1070.0,-133.0204,-322.283,7.0,13.0563,22.0,3.0,0.0
1071,1071.0,-142.1129,-322.2953,18.0,31.53136,48.0,4.0,0.0
1072,1072.0,-168.2294,-316.1133,803.0,116.5166,194.0,8.0,0.0
1073,1073.0,-194.5676,-321.4483,42.0,40.30702,75.0,4.0,0.0
1074,1074.0,-199.2358,-322.2969,14.0,28.7601,40.0,2.0,0.0
1075,1075.0,-204.2977,-316.1205,225.0,62.93897,126.0,7.0,0.0
1076,1076.0,-211.4454,-321.2188,7.0,12.59443,25.0,3.0,0.0
1077,1077.0,-213.2975,-321.1926,14.0,14.90381,28.0,4.0,0.0
1078,1078.0,-222.8361,-320.9312,108.0,47.23516,78.0,4.0,0.0
1079,1079.0,-234.4092,-319.8753,29.0,24.14134,48.0,5.0,0.0
1080,1080.0,-239.5309,-320.6223,70.0,35.22637,58.0,3.0,0.0
1081,1082.0,-269.4135,-321.4474,64.0,41.30222,63.0,3.0,0.0
